x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.5.23,2016-05-23 00:00:00,ON,2016,5,23,15.2,,5.8,,24.6,,,M,,M,,M,,,0,,0,,0,,2.8,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.5.24,2016-05-24 00:00:00,ON,2016,5,24,17.5,,7.4,,27.6,,,M,,M,,M,,,0,,0,,0,,0.5,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.5.25,2016-05-25 00:00:00,ON,2016,5,25,20.8,,12,,29.6,,,M,,M,,M,,,0,,0,,2.8,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.5.26,2016-05-26 00:00:00,ON,2016,5,26,22,,16.9,,27.1,,,M,,M,,M,,,0,,0,,4,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.5.27,2016-05-27 00:00:00,ON,2016,5,27,23.7,,18.3,,29,,,M,,M,,M,,,0,,0,,5.7,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.5.28,2016-05-28 00:00:00,ON,2016,5,28,23.6,,16.7,,30.4,,,M,,M,,M,,,0,,0,,5.6,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.5.29,2016-05-29 00:00:00,ON,2016,5,29,22.2,,16.8,,27.6,,,M,,M,,M,,,0,,0,,4.2,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.5.30,2016-05-30 00:00:00,ON,2016,5,30,20.4,,15.2,,25.5,,,M,,M,,M,,,0,,0,,2.4,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.5.31,2016-05-31 00:00:00,ON,2016,5,31,19.1,,12.7,,25.5,,,M,,M,,M,,,0,,0,,1.1,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.6.1,2016-06-01 00:00:00,ON,2016,6,1,20.4,,12.8,,27.9,,,M,,M,,M,,,0,,0,,2.4,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.6.2,2016-06-02 00:00:00,ON,2016,6,2,20.6,,13.3,,27.8,,,M,,M,,M,,,0,,0,,2.6,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.6.3,2016-06-03 00:00:00,ON,2016,6,3,19.1,,11,,27.1,,,M,,M,,M,,,0,,0,,1.1,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.6.4,2016-06-04 00:00:00,ON,2016,6,4,19.6,,11.9,,27.2,,,M,,M,,M,,,0,,0,,1.6,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.6.5,2016-06-05 00:00:00,ON,2016,6,5,19.3,,14.8,,23.7,,,M,,M,,M,,,0,,0,,1.3,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.6.6,2016-06-06 00:00:00,ON,2016,6,6,18.3,,11.9,,24.7,,,M,,M,,M,,,0,,0,,0.3,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.6.7,2016-06-07 00:00:00,ON,2016,6,7,12.2,,8.9,,15.5,,,M,,M,,M,,,0,,0,,0,,5.8,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.6.8,2016-06-08 00:00:00,ON,2016,6,8,10.3,,5.5,,15,,,M,,M,,M,,,0,,0,,0,,7.7,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.6.9,2016-06-09 00:00:00,ON,2016,6,9,11.5,,4.3,,18.6,,,M,,M,,M,,,0,,0,,0,,6.5,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.6.10,2016-06-10 00:00:00,ON,2016,6,10,15.1,,6.3,,23.9,,,M,,M,,M,,,0,,0,,0,,2.9,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.6.11,2016-06-11 00:00:00,ON,2016,6,11,23.9,,16.8,,30.9,,,M,,M,,M,,,0,,0,,5.9,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.6.12,2016-06-12 00:00:00,ON,2016,6,12,14.4,,10.1,,18.6,,,M,,M,,M,,,0,,0,,0,,3.6,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.6.13,2016-06-13 00:00:00,ON,2016,6,13,13.6,,7.6,,19.5,,,M,,M,,M,,,0,,0,,0,,4.4,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.6.14,2016-06-14 00:00:00,ON,2016,6,14,15.4,,6.8,,23.9,,,M,,M,,M,,,0,,0,,0,,2.6,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.6.15,2016-06-15 00:00:00,ON,2016,6,15,16.6,,11.2,,21.9,,,M,,M,,M,,,0,,0,,0,,1.4,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.6.16,2016-06-16 00:00:00,ON,2016,6,16,18.9,,13.8,,24,,,M,,M,,M,,,0,,0,,0.9,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.6.17,2016-06-17 00:00:00,ON,2016,6,17,20.2,,10.8,,29.5,,,M,,M,,M,,,0,,0,,2.2,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.6.18,2016-06-18 00:00:00,ON,2016,6,18,21.2,,12.5,,29.9,,,M,,M,,M,,,0,,0,,3.2,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.6.19,2016-06-19 00:00:00,ON,2016,6,19,21.4,,12.5,,30.3,,,M,,M,,M,,,0,,0,,3.4,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.6.20,2016-06-20 00:00:00,ON,2016,6,20,23.3,,14.6,,31.9,,,M,,M,,M,,,0,,0,,5.3,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.6.21,2016-06-21 00:00:00,ON,2016,6,21,17.1,,8.8,,25.4,,,M,,M,,M,,,0,,0,,0,,0.9,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.6.22,2016-06-22 00:00:00,ON,2016,6,22,18.8,,13.4,,24.2,,,M,,M,,M,,,0,,0,,0.8,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.6.23,2016-06-23 00:00:00,ON,2016,6,23,17.4,,9.9,,24.9,,,M,,M,,M,,,0,,0,,0,,0.6,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.6.24,2016-06-24 00:00:00,ON,2016,6,24,18.3,,9.2,,27.3,,,M,,M,,M,,,0,,0,,0.3,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.6.25,2016-06-25 00:00:00,ON,2016,6,25,19.9,,10.5,,29.3,,,M,,M,,M,,,0,,0,,1.9,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.6.26,2016-06-26 00:00:00,ON,2016,6,26,22.8,,14.8,,30.7,,,M,,M,,M,,,0,,0,,4.8,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.6.27,2016-06-27 00:00:00,ON,2016,6,27,23.8,,15.9,,31.7,,,M,,M,,M,,,0,,0,,5.8,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.6.28,2016-06-28 00:00:00,ON,2016,6,28,14.9,,10.6,,19.1,,,M,,M,,M,,,0,,0,,0,,3.1,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.6.29,2016-06-29 00:00:00,ON,2016,6,29,16.3,,8.7,,23.9,,,M,,M,,M,,,0,,0,,0,,1.7,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.6.30,2016-06-30 00:00:00,ON,2016,6,30,16.7,,6.3,,27,,,M,,M,,M,,,0,,0,,0,,1.3,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.7.1,2016-07-01 00:00:00,ON,2016,7,1,16.6,,11.4,,21.7,,,M,,M,,M,,,0,,0,,0,,1.4,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.7.2,2016-07-02 00:00:00,ON,2016,7,2,16.5,,8.9,,24,,,M,,M,,M,,,0,,0,,0,,1.5,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.7.3,2016-07-03 00:00:00,ON,2016,7,3,18,,9.5,,26.5,,,M,,M,,M,,,0,,0,,0,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.7.4,2016-07-04 00:00:00,ON,2016,7,4,18.5,,9.5,,27.5,,,M,,M,,M,,,0,,0,,0.5,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.7.5,2016-07-05 00:00:00,ON,2016,7,5,23.3,,17.5,,29.1,,,M,,M,,M,,,0,,0,,5.3,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.7.6,2016-07-06 00:00:00,ON,2016,7,6,23,,15.8,,30.2,,,M,,M,,M,,,0,,0,,5,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.7.7,2016-07-07 00:00:00,ON,2016,7,7,24.9,,19.7,,30,,,M,,M,,M,,,0,,0,,6.9,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.7.8,2016-07-08 00:00:00,ON,2016,7,8,23.7,,17.9,,29.5,,,M,,M,,M,,,0,,0,,5.7,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.7.9,2016-07-09 00:00:00,ON,2016,7,9,19.2,,16.4,,21.9,,,M,,M,,M,,,0,,0,,1.2,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.7.10,2016-07-10 00:00:00,ON,2016,7,10,21.3,,14.9,,27.6,,,M,,M,,M,,,0,,0,,3.3,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.7.11,2016-07-11 00:00:00,ON,2016,7,11,20.8,,14.4,,27.1,,,M,,M,,M,,,0,,0,,2.8,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.7.12,2016-07-12 00:00:00,ON,2016,7,12,23.8,,16.9,,30.6,,,M,,M,,M,,,0,,0,,5.8,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.7.13,2016-07-13 00:00:00,ON,2016,7,13,26.2,,20,,32.4,,,M,,M,,M,,,0,,0,,8.2,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.7.14,2016-07-14 00:00:00,ON,2016,7,14,23.9,,19.2,,28.5,,,M,,M,,M,,,0,,0,,5.9,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.7.15,2016-07-15 00:00:00,ON,2016,7,15,19,,14.6,,23.3,,,M,,M,,M,,,0,,0,,1,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.7.16,2016-07-16 00:00:00,ON,2016,7,16,17.2,,11.4,,23,,,M,,M,,M,,,0,,0,,0,,0.8,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.7.17,2016-07-17 00:00:00,ON,2016,7,17,17.9,,10.1,,25.7,,,M,,M,,M,,,0,,0,,0,,0.1,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.7.18,2016-07-18 00:00:00,ON,2016,7,18,21,,14.6,,27.4,,,M,,M,,M,,,0,,0,,3,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.7.19,2016-07-19 00:00:00,ON,2016,7,19,17.4,,10.2,,24.6,,,M,,M,,M,,,0,,0,,0,,0.6,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.7.20,2016-07-20 00:00:00,ON,2016,7,20,18.2,,8.6,,27.7,,,M,,M,,M,,,0,,0,,0.2,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.7.21,2016-07-21 00:00:00,ON,2016,7,21,22.4,,14.2,,30.5,,,M,,M,,M,,,0,,0,,4.4,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.7.22,2016-07-22 00:00:00,ON,2016,7,22,25.5,,18.9,,32,,,M,,M,,M,,,0,,0,,7.5,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.7.23,2016-07-23 00:00:00,ON,2016,7,23,23.8,,16.5,,31,,,M,,M,,M,,,0,,0,,5.8,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.7.24,2016-07-24 00:00:00,ON,2016,7,24,20.8,,15.1,,26.4,,,M,,M,,M,,,0,,0,,2.8,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.7.25,2016-07-25 00:00:00,ON,2016,7,25,24,,18.6,,29.4,,,M,,M,,M,,,0,,0,,6,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.7.26,2016-07-26 00:00:00,ON,2016,7,26,22.1,,15.6,,28.6,,,M,,M,,M,,,0,,0,,4.1,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.7.27,2016-07-27 00:00:00,ON,2016,7,27,24.2,,16.8,,31.6,,,M,,M,,M,,,0,,0,,6.2,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.7.28,2016-07-28 00:00:00,ON,2016,7,28,23.1,,18.2,,28,,,M,,M,,M,,,0,,0,,5.1,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.7.29,2016-07-29 00:00:00,ON,2016,7,29,22.2,,17.1,,27.2,,,M,,M,,M,,,0,,0,,4.2,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.7.30,2016-07-30 00:00:00,ON,2016,7,30,21.4,,16.7,,26,,,M,,M,,M,,,0,,0,,3.4,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.7.31,2016-07-31 00:00:00,ON,2016,7,31,22.8,,18.1,,27.5,,,M,,M,,M,,,0,,0,,4.8,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.8.1,2016-08-01 00:00:00,ON,2016,8,1,22,,16.4,,27.5,,,M,,M,,M,,,0,,0,,4,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.8.2,2016-08-02 00:00:00,ON,2016,8,2,22.4,,15,,29.8,,,M,,M,,M,,,0,,0,,4.4,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.8.3,2016-08-03 00:00:00,ON,2016,8,3,23,,15.6,,30.4,,,M,,M,,M,,,0,,0,,5,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.8.4,2016-08-04 00:00:00,ON,2016,8,4,23.1,,15.5,,30.7,,,M,,M,,M,,,0,,0,,5.1,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.8.5,2016-08-05 00:00:00,ON,2016,8,5,24.8,,18.3,,31.3,,,M,,M,,M,,,0,,0,,6.8,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.8.6,2016-08-06 00:00:00,ON,2016,8,6,21.4,,16.5,,26.3,,,M,,M,,M,,,0,,0,,3.4,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.8.7,2016-08-07 00:00:00,ON,2016,8,7,19.1,,12.3,,25.8,,,M,,M,,M,,,0,,0,,1.1,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.8.8,2016-08-08 00:00:00,ON,2016,8,8,19.6,,10.8,,28.3,,,M,,M,,M,,,0,,0,,1.6,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.8.9,2016-08-09 00:00:00,ON,2016,8,9,22.1,,13.5,,30.6,,,M,,M,,M,,,0,,0,,4.1,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.8.10,2016-08-10 00:00:00,ON,2016,8,10,25.3,,17.7,,32.9,,,M,,M,,M,,,0,,0,,7.3,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.8.11,2016-08-11 00:00:00,ON,2016,8,11,24.2,,18,,30.3,,,M,,M,,M,,,0,,0,,6.2,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.8.12,2016-08-12 00:00:00,ON,2016,8,12,27.5,,22.3,,32.7,,,M,,M,,M,,,0,,0,,9.5,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.8.13,2016-08-13 00:00:00,ON,2016,8,13,24.4,,21,,27.8,,,M,,M,,M,,,0,,0,,6.4,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.8.14,2016-08-14 00:00:00,ON,2016,8,14,22,,17.8,,26.2,,,M,,M,,M,,,0,,0,,4,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.8.15,2016-08-15 00:00:00,ON,2016,8,15,22.3,,17.6,,26.9,,,M,,M,,M,,,0,,0,,4.3,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.8.16,2016-08-16 00:00:00,ON,2016,8,16,21.5,,17.1,,25.8,,,M,,M,,M,,,0,,0,,3.5,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.8.17,2016-08-17 00:00:00,ON,2016,8,17,21.1,,15.1,,27,,,M,,M,,M,,,0,,0,,3.1,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.8.18,2016-08-18 00:00:00,ON,2016,8,18,21.8,,15.7,,27.8,,,M,,M,,M,,,0,,0,,3.8,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.8.19,2016-08-19 00:00:00,ON,2016,8,19,21.9,,15.3,,28.4,,,M,,M,,M,,,0,,0,,3.9,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.8.20,2016-08-20 00:00:00,ON,2016,8,20,23.5,,18,,29,,,M,,M,,M,,,0,,0,,5.5,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.8.21,2016-08-21 00:00:00,ON,2016,8,21,19.7,,14.9,,24.4,,,M,,M,,M,,,0,,0,,1.7,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.8.22,2016-08-22 00:00:00,ON,2016,8,22,17.3,,11.5,,23.1,,,M,,M,,M,,,0,,0,,0,,0.7,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.8.23,2016-08-23 00:00:00,ON,2016,8,23,19,,12,,25.9,,,M,,M,,M,,,0,,0,,1,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.8.24,2016-08-24 00:00:00,ON,2016,8,24,20.7,,14.2,,27.1,,,M,,M,,M,,,0,,0,,2.7,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.8.25,2016-08-25 00:00:00,ON,2016,8,25,24,,20.1,,27.9,,,M,,M,,M,,,0,,0,,6,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.8.26,2016-08-26 00:00:00,ON,2016,8,26,21.9,,16.6,,27.2,,,M,,M,,M,,,0,,0,,3.9,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.8.27,2016-08-27 00:00:00,ON,2016,8,27,22.2,,15.9,,28.4,,,M,,M,,M,,,0,,0,,4.2,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.8.28,2016-08-28 00:00:00,ON,2016,8,28,22.3,,16.2,,28.3,,,M,,M,,M,,,0,,0,,4.3,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.8.29,2016-08-29 00:00:00,ON,2016,8,29,20.8,,14.8,,26.7,,,M,,M,,M,,,0,,0,,2.8,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.8.30,2016-08-30 00:00:00,ON,2016,8,30,20.9,,14.1,,27.7,,,M,,M,,M,,,0,,0,,2.9,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.8.31,2016-08-31 00:00:00,ON,2016,8,31,19.7,,14.4,,24.9,,,M,,M,,M,,,0,,0,,1.7,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.9.1,2016-09-01 00:00:00,ON,2016,9,1,17.8,,12.6,,23,,,M,,M,,M,,,0,,0,,0,,0.2,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.9.2,2016-09-02 00:00:00,ON,2016,9,2,16.6,,10.5,,22.6,,,M,,M,,M,,,0,,0,,0,,1.4,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.9.3,2016-09-03 00:00:00,ON,2016,9,3,16.9,,10.1,,23.7,,,M,,M,,M,,,0,,0,,0,,1.1,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.9.4,2016-09-04 00:00:00,ON,2016,9,4,16.8,,8.3,,25.2,,,M,,M,,M,,,0,,0,,0,,1.2,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.9.5,2016-09-05 00:00:00,ON,2016,9,5,19.4,,11.1,,27.6,,,M,,M,,M,,,0,,0,,1.4,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.9.6,2016-09-06 00:00:00,ON,2016,9,6,23.8,,16.5,,31.1,,,M,,M,,M,,,0,,0,,5.8,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.9.7,2016-09-07 00:00:00,ON,2016,9,7,26.9,,22.1,,31.6,,,M,,M,,M,,,0,,0,,8.9,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.9.8,2016-09-08 00:00:00,ON,2016,9,8,24.9,,21.2,,28.5,,,M,,M,,M,,,0,,0,,6.9,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.9.9,2016-09-09 00:00:00,ON,2016,9,9,23.2,,19.2,,27.1,,,M,,M,,M,,,0,,0,,5.2,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.9.10,2016-09-10 00:00:00,ON,2016,9,10,21.3,,15.7,,26.8,,,M,,M,,M,,,0,,0,,3.3,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.9.11,2016-09-11 00:00:00,ON,2016,9,11,14.6,,8.7,,20.5,,,M,,M,,M,,,0,,0,,0,,3.4,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.9.12,2016-09-12 00:00:00,ON,2016,9,12,15.2,,7,,23.3,,,M,,M,,M,,,0,,0,,0,,2.8,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.9.13,2016-09-13 00:00:00,ON,2016,9,13,18.2,,9.8,,26.5,,,M,,M,,M,,,0,,0,,0.2,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.9.14,2016-09-14 00:00:00,ON,2016,9,14,16.3,,10.8,,21.7,,,M,,M,,M,,,0,,0,,0,,1.7,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.9.15,2016-09-15 00:00:00,ON,2016,9,15,15.5,,9.1,,21.9,,,M,,M,,M,,,0,,0,,0,,2.5,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.9.16,2016-09-16 00:00:00,ON,2016,9,16,17.1,,9,,25.1,,,M,,M,,M,,,0,,0,,0,,0.9,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.9.17,2016-09-17 00:00:00,ON,2016,9,17,19.9,,18.2,,21.6,,,M,,M,,M,,,0,,0,,1.9,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.9.18,2016-09-18 00:00:00,ON,2016,9,18,19.5,,13.2,,25.7,,,M,,M,,M,,,0,,0,,1.5,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.9.19,2016-09-19 00:00:00,ON,2016,9,19,20,,12.7,,27.3,,,M,,M,,M,,,0,,0,,2,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.9.20,2016-09-20 00:00:00,ON,2016,9,20,18.2,,9.5,,26.9,,,M,,M,,M,,,0,,0,,0.2,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.9.21,2016-09-21 00:00:00,ON,2016,9,21,17.5,E,8.5,E,26.4,E,,M,,M,,M,,,,M,,M,0,E,0.5,E,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.9.22,2016-09-22 00:00:00,ON,2016,9,22,20.7,,12.5,,28.9,,,M,,M,,M,,,0,,0,,2.7,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.9.23,2016-09-23 00:00:00,ON,2016,9,23,16.2,,9.7,,22.6,,,M,,M,,M,,,0,,0,,0,,1.8,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.9.24,2016-09-24 00:00:00,ON,2016,9,24,13.6,,8,,19.1,,,M,,M,,M,,,0,,0,,0,,4.4,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.9.25,2016-09-25 00:00:00,ON,2016,9,25,13.3,,6.2,,20.4,,,M,,M,,M,,,0,,0,,0,,4.7,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.9.26,2016-09-26 00:00:00,ON,2016,9,26,13.8,,9.5,,18.1,,,M,,M,,M,,,0,,0,,0,,4.2,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.9.27,2016-09-27 00:00:00,ON,2016,9,27,14.6,,8.6,,20.6,,,M,,M,,M,,,0,,0,,0,,3.4,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2016.9.28,2016-09-28 00:00:00,ON,2016,9,28,16.4,,9.8,,23,,,M,,M,,M,,,0,,0,,0,,1.6,,,,,
